,fund_house,scheme_type,scheme_category,scheme_code,scheme_name,date,nav
425,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144343,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,09-08-2018,10.00580
426,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,144342,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,09-08-2018,10.00580
427,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134385,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,22-04-2015,10.01820
428,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134388,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,22-04-2015,10.01820
429,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134387,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,22-04-2015,10.01820
430,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134386,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,22-04-2015,10.01700
431,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134384,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,22-04-2015,10.01700
432,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134383,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,22-04-2015,10.01700
433,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147803,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Bonus,25-11-2019,0.54650
434,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147802,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth,25-11-2019,0.54650
435,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147799,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Regular Plan - Bonus,25-11-2019,0.52390
436,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147800,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Direct - IDCW,25-11-2019,0.41780
437,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147801,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular - IDCW,25-11-2019,0.39950
438,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147798,Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth,25-11-2019,0.52320
439,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130314,Axis Credit Risk Fund - Direct Plan - Growth,21-07-2014,10.04620
440,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130312,Axis Credit Risk Fund - Direct Plan - Monthly IDCW,21-07-2014,10.04610
441,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130311,Axis Credit Risk Fund - Direct Plan - Weekly IDCW,21-07-2014,10.04610
442,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130309,Axis Credit Risk Fund - Regular Plan - Growth,21-07-2014,10.04520
443,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130313,Axis Credit Risk Fund - Regular Plan - Monthly IDCW,21-07-2014,10.04520
444,Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130310,Axis Credit Risk Fund - Regular Plan - Weekly IDCW,21-07-2014,10.04520
445,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133868,BANK OF INDIA Credit Risk  Fund - Direct Plan,09-03-2015,10.02840
446,Bank of India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133867,BANK OF INDIA Credit Risk Fund - Regular Plan,09-03-2015,10.02810
447,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133520,Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,27-01-2015,10.04140
448,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133524,Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,27-01-2015,10.04140
449,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133488,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,27-01-2015,10.04140
450,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133486,Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,27-01-2015,10.04010
451,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133517,Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,27-01-2015,10.04010
452,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133518,Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,27-01-2015,10.04010
453,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148333,Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,09-03-2020,0.00000
454,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148334,Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,09-03-2020,0.00000
455,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148330,Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,09-03-2020,0.00000
456,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148331,Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,09-03-2020,0.00000
457,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148332,Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,09-03-2020,0.00000
458,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148335,Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,09-03-2020,0.00000
459,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119084,DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,02-01-2013,10.09720
460,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119082,DSP Credit Risk Fund - Direct Plan - Growth,02-01-2013,18.21810
461,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119083,DSP Credit Risk Fund - Direct Plan - IDCW,02-01-2013,10.87130
462,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119087,DSP Credit Risk Fund - Direct Plan - IDCW - Daily,02-01-2013,10.05200
463,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119085,DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ,02-01-2013,10.12260
464,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119086,DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,02-01-2013,10.07190
465,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,101839,DSP Credit Risk Fund - Regular Plan - IDCW,02-04-2006,10.14270
466,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,101840,DSP Credit Risk Fund - Regular Plan - IDCW - Daily,02-04-2006,10.02900
467,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,117061,DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,26-03-2012,10.00890
468,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,117062,DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly ,13-03-2012,9.99610
469,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,101838,DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,02-04-2006,10.03320
470,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,101837,DSP Credit Risk Fund - Regular Plan -Growth,02-04-2006,11.59500
471,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,118553,Franklin India Credit Risk Fund - Direct - Growth,01-01-2013,11.32170
472,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,118552,Franklin India Credit Risk Fund - Direct - IDCW ,01-01-2013,10.59980
473,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,116153,Franklin India Credit Risk Fund - Growth,08-12-2011,10.02010
474,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,116154,Franklin India Credit Risk Fund - IDCW ,08-12-2011,10.02010
475,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148304,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,06-03-2020,0.00000
476,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148303,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,06-03-2020,0.00000
477,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147956,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,24-01-2020,0.00000
478,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147955,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,24-01-2020,0.00000
479,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147957,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,24-01-2020,0.00000
480,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147954,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,24-01-2020,0.00000
481,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147959,Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,24-01-2020,0.00000
482,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147958,Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,24-01-2020,0.00000
483,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147961,Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,24-01-2020,0.00000
484,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148305,Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,06-03-2020,0.00000
485,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,147960,Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,24-01-2020,0.00000
486,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148306,Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,06-03-2020,0.00000
487,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,128053,HDFC Credit Risk Debt Fund - Growth Option,25-03-2014,10.01040
488,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,128051,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,25-03-2014,10.01040
489,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133148,HDFC Credit Risk Debt Fund - IDCW Option,20-11-2014,10.00000
490,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,133147,HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,20-11-2014,10.00000
491,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,128050,HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,25-03-2014,10.01040
492,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,128052,HDFC Credit Risk Debt Fund - Quarterly IDCW Option,25-03-2014,10.01040
493,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,151047,HSBC Credit Risk Fund - Direct Annual IDCW,28-11-2022,12.67600
494,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,151045,HSBC Credit Risk Fund - Direct Growth,28-11-2022,25.56470
495,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,151044,HSBC Credit Risk Fund - Direct IDCW,28-11-2022,10.83200
496,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,151046,HSBC Credit Risk Fund - Regular Annual IDCW,28-11-2022,12.01340
497,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,151043,HSBC Credit Risk Fund - Regular Growth,28-11-2022,24.07780
498,HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,151042,HSBC Credit Risk Fund - Regular IDCW,28-11-2022,10.11590
499,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134342,ICICI Prudential Credit Risk Fund - Annual IDCW,23-03-2015,10.00360
500,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130943,ICICI Prudential Credit Risk Fund - Bonus,05-11-2014,10.22600
501,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,134341,ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,01-07-2015,10.22130
502,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,120711,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,03-01-2013,12.00210
503,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,120710,ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,01-02-2013,10.50690
504,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,120709,ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,08-01-2013,10.25950
505,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130944,ICICI Prudential Credit Risk Fund - Direct Plan Bonus,23-01-2015,10.47900
506,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,114239,ICICI Prudential Credit Risk Fund - Growth,06-12-2010,10.00950
507,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,114241,ICICI Prudential Credit Risk Fund - Half Yearly IDCW,06-12-2010,10.00950
508,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,114240,ICICI Prudential Credit Risk Fund - Quarterly IDCW,06-12-2010,10.00950
509,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,128337,IDBI Credit Risk Fund Annual IDCW - Direct Plan,11-03-2014,10.03150
510,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,128332,IDBI Credit Risk Fund Annual IDCW - Regular Plan,11-03-2014,10.02990
511,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,127181,IDBI Credit Risk Fund Growth Direct,11-03-2014,10.03150
512,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,127183,IDBI Credit Risk Fund Growth Regular,11-03-2014,10.02990
513,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,127184,IDBI Credit Risk Fund Quarterly IDCW - Direct Plan,11-03-2014,10.03150
514,IDBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,127182,IDBI Credit Risk Fund Quarterly IDCW - Regular Plan,11-03-2014,10.02990
515,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140605,IDFC Credit Risk Fund-Direct Plan-Half Yearly Dividend,06-03-2017,10.00140
516,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140608,IDFC Credit Risk Fund - Regular Plan Annual IDCW,06-03-2017,10.00040
517,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140609,IDFC Credit Risk Fund - Regular Plan Growth,06-03-2017,10.00040
518,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140611,IDFC Credit Risk Fund - Regular Plan Half Yearly IDCW,06-03-2017,10.00040
519,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140612,IDFC Credit Risk Fund - Regular Plan Periodic IDCW,06-03-2017,10.00040
520,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140607,IDFC Credit Risk Fund - Regular Plan Quarterly IDCW,06-03-2017,10.00040
521,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140610,IDFC Credit Risk Fund-Direct Plan-Annual IDCW,06-03-2017,10.00130
522,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140603,IDFC Credit Risk Fund-Direct Plan-Growth ,06-03-2017,10.00130
523,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140606,IDFC Credit Risk Fund-Direct Plan-Periodic IDCW,06-03-2017,10.00130
524,IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,140604,IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW,06-03-2017,10.00130
525,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130725,Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),26-09-2018,1366.67090
526,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130722,Invesco India Credit Risk Fund - Direct Plan - Growth,08-09-2014,1001.49840
527,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130724,Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),08-09-2014,1001.49830
528,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130726,Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),08-09-2014,1001.39550
529,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130721,Invesco India Credit Risk Fund - Regular Plan - Growth,08-09-2014,1001.39550
530,Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,130723,Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),08-09-2014,1001.39550
531,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119740,Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,25-03-2014,10.18040
532,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,117716,Kotak Credit Risk Fund - Growth,09-07-2012,11.70670
533,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,119741,Kotak Credit Risk Fund - Growth - Direct,04-01-2013,12.29470
534,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,117715,Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,09-07-2012,10.40480
535,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112938,Nippon India Credit Risk Fund  - Growth Plan,21-05-2010,12.76310
536,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112939,Nippon India Credit Risk Fund  - Institutional Growth Plan,21-05-2010,12.84160
537,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148262,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,06-03-2020,0.00000
538,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148264,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,06-03-2020,0.00000
539,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148263,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,06-03-2020,0.00000
540,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,148260,NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,06-03-2020,0.00000
541,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,02-01-2013,15.50650
