,fund_house,scheme_type,scheme_category,scheme_code,scheme_name,date,nav
5528,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,132998,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,01-12-2014,10.00000
5529,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135120,Axis Equity Saver Fund - Direct Plan - Growth,20-08-2015,10.02000
5530,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135121,Axis Equity Saver Fund - Direct Plan - Monthly IDCW,20-08-2015,10.02000
5531,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135124,Axis Equity Saver Fund - Direct Plan - Quarterly IDCW,20-08-2015,10.02000
5532,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,139520,Axis Equity Saver Fund - Direct Plan - Regular IDCW,12-09-2016,9.93000
5533,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135122,Axis Equity Saver Fund - Regular Plan - Growth,20-08-2015,10.02000
5534,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135123,Axis Equity Saver Fund - Regular Plan - Monthly IDCW,20-08-2015,10.02000
5535,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,135125,Axis Equity Saver Fund - Regular Plan - Quarterly IDCW,20-08-2015,10.02000
5536,Axis Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,139521,Axis Equity Saver Fund - Regular Plan - Regular IDCW,05-07-2016,9.99000
5537,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147496,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,30-07-2019,10.02000
5538,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147498,Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW,30-07-2019,10.02000
5539,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147494,Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth,30-07-2019,10.02000
5540,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147495,Baroda BNP Paribas Equity Savings Fund - Regular Plan - IDCW,30-07-2019,10.02000
5541,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136567,DSP Equity Savings Fund - Direct Plan - Growth,30-03-2016,10.05000
5542,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136568,DSP Equity Savings Fund - Direct Plan - IDCW,30-03-2016,10.05000
5543,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136569,DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,30-03-2016,10.05000
5544,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136570,DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly,30-03-2016,10.05000
5545,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136563,DSP Equity Savings Fund - Regular Plan - Growth,30-03-2016,10.05000
5546,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136564,DSP Equity Savings Fund - Regular Plan - IDCW,30-03-2016,10.05000
5547,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136565,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,30-03-2016,10.05000
5548,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,136566,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,30-03-2016,10.05000
5549,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140350,Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,28-11-2016,11.39490
5550,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,28-11-2016,11.39760
5551,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140348,Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,28-11-2016,10.74410
5552,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,141933,Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option,08-11-2017,12.98620
5553,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140352,Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,28-11-2016,11.30610
5554,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140351,Edelweiss Equity Savings Fund - Regular Plan - Growth Option,28-11-2016,11.30550
5555,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140349,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,28-11-2016,10.18120
5556,Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,141934,Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,14-11-2017,12.78550
5557,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144462,Franklin India Equity Savings Fund - Direct - IDCW ,27-08-2018,10.00000
5558,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144465,Franklin India Equity Savings Fund - Direct - Monthly - IDCW,27-08-2018,10.00000
5559,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144467,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,27-08-2018,10.00000
5560,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144468,Franklin India Equity Savings Fund - IDCW ,27-08-2018,10.00000
5561,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144464,Franklin India Equity Savings Fund - Monthly - IDCW,27-08-2018,10.00000
5562,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144463,Franklin India Equity Savings Fund - Quarterly - IDCW,27-08-2018,10.00000
5563,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144461,Franklin India Equity Savings Fund- Growth,27-08-2018,10.00000
5564,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144466,Franklin India Equity Savings Fund- Growth Direct,27-08-2018,10.00000
5565,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119128,HDFC Equity Savings Fund - Growth Option - Direct Plan,01-01-2013,21.05170
5566,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,101585,HDFC Equity Savings Fund - GROWTH PLAN,03-04-2006,11.59210
5567,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119129,HDFC Equity Savings Fund - IDCW Option - Direct Plan,01-01-2013,11.77450
5568,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,101586,HDFC Equity Savings Fund - IDCW PLAN,03-04-2006,10.51520
5569,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,151060,HSBC Equity Savings Fund - Direct Growth,28-11-2022,25.50380
5570,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,151061,HSBC Equity Savings Fund - Direct Monthly IDCW,28-11-2022,14.36110
5571,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,151059,HSBC Equity Savings Fund - Direct Quarterly IDCW,28-11-2022,14.97130
5572,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,151058,HSBC Equity Savings Fund - Regular Growth,28-11-2022,23.53700
5573,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,151056,HSBC Equity Savings Fund - Regular Monthly IDCW,28-11-2022,12.94110
5574,HSBC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,151057,HSBC Equity Savings Fund - Regular Quarterly IDCW,28-11-2022,13.88000
5575,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133051,ICICI Prudential Equity Savings Fund - Cumulative option,08-12-2014,9.98000
5576,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133054,ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option,08-12-2014,9.98000
5577,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133056,ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW,08-12-2014,9.98000
5578,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133049,ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW,08-12-2014,9.98000
5579,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133052,ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,08-12-2014,9.98000
5580,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133057,ICICI Prudential Equity Savings Fund - Half Yearly IDCW,08-12-2014,9.98000
5581,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133050,ICICI Prudential Equity Savings Fund - Monthly IDCW,08-12-2014,9.98000
5582,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133053,ICICI Prudential Equity Savings Fund - Quarterly IDCW,08-12-2014,9.98000
5583,IDBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,114982,IDBI Equity Savings Fund Growth Option,14-03-2011,10.02500
5584,IDBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,118452,IDBI Equity Savings Fund Growth Option Direct,02-01-2013,0.00000
5585,IDBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,114630,IDBI Equity Savings Fund IDCW Option,14-03-2011,10.02500
5586,IDBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,118453,IDBI Equity Savings Fund IDCW Option Direct,02-01-2013,0.00000
5587,IDBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,118454,IDBI Equity Savings Fund Option Direct,02-01-2013,0.00000
5588,IDBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,114983,IDBI Equity Savings Fund Quarterly IDCW Option,14-03-2011,10.02500
5589,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,108995,IDFC Equity Savings Fund - Regular Plan - Growth,10-06-2008,10.00940
5590,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,108992,IDFC Equity Savings Fund - Regular Plan - Monthly IDCW,10-06-2008,10.00940
5591,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133682,IDFC Equity Savings Fund - Regular Plan -Annual IDCW,02-03-2015,9.99130
5592,IDFC Mutual Fund,Open Ended Schemes,Income,108993,IDFC Equity Savings Fund -B-DIVIDEND,10-06-2008,10.00960
5593,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,108994,IDFC Equity Savings Fund -B-GROWTH,10-06-2008,10.00960
5594,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,143259,IDFC Equity Savings Fund- Regular Plan -Quarterly IDCW,27-11-2018,10.02000
5595,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,143258,IDFC Equity Savings Fund-Direct Plan -Quarterly IDCW,15-04-2019,10.33000
5596,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,133681,IDFC Equity Savings Fund-Direct Plan-Annual IDCW,13-11-2015,10.36360
5597,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,118477,IDFC Equity Savings Fund-Direct Plan-Growth ,01-01-2014,14.64530
5598,IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,118476,IDFC Equity Savings Fund-Direct Plan-Monthly IDCW,15-10-2013,12.01290
5599,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,146457,Invesco India Equity Savings Fund - Direct Plan - Growth,08-03-2019,9.99870
5600,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,146458,Invesco India Equity Savings Fund - Direct Plan - IDCW (Payout / Reinvestment),08-03-2019,9.99860
5601,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,146456,Invesco India Equity Savings Fund - Regular Plan - Growth,08-03-2019,9.99760
5602,Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,146455,Invesco India Equity Savings Fund - Regular Plan - IDCW (Payout / Reinvestment),08-03-2019,9.99760
5603,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,131373,Kotak Equity Savings Fund - Direct - Growth,17-10-2014,10.01370
5604,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,131375,Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,17-10-2014,10.01360
5605,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,131372,Kotak Equity Savings Fund - Regular - Growth,17-10-2014,10.01280
5606,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,131374,Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,17-10-2014,10.01280
5607,Mahindra Manulife Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140444,Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,08-02-2017,10.06790
5608,Mahindra Manulife Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140447,Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,08-02-2017,10.06260
5609,Mahindra Manulife Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140442,Mahindra Manulife Equity Savings Fund -Direct Plan -Dividend,08-02-2017,10.06760
5610,Mahindra Manulife Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,140446,Mahindra Manulife Equity Savings Fund -Regular Plan -Dividend,08-02-2017,10.06260
5611,Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,145694,Mirae Asset Equity Savings Fund Direct IDCW,18-12-2018,10.03300
5612,Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,145696,Mirae Asset Equity Savings Fund Regular IDCW,18-12-2018,10.03200
5613,Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,145693,Mirae Asset Equity Savings Fund- Direct Plan- Growth,18-12-2018,10.03300
5614,Mirae Asset Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,145695,Mirae Asset Equity Savings Fund- Regular Plan- Growth,18-12-2018,10.03200
5615,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148276,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option,06-03-2020,0.00000
5616,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148277,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option,06-03-2020,0.00000
5617,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148275,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option,06-03-2020,0.00000
5618,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148278,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,06-03-2020,0.00000
5619,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148282,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,06-03-2020,0.00000
5620,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148281,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,06-03-2020,0.00000
5621,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134597,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,04-06-2015,10.01280
5622,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134599,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,04-06-2015,10.01280
5623,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134601,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,04-06-2015,10.01280
5624,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134596,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,04-06-2015,10.01120
5625,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134598,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,04-06-2015,10.01120
5626,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134600,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,04-06-2015,10.01120
5627,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147691,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,25-09-2019,0.30210
5628,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147697,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,25-09-2019,0.30210
5629,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147692,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,25-09-2019,0.26040
5630,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147693,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,25-09-2019,0.25660
5631,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147698,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,25-09-2019,0.25640
5632,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147695,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,25-09-2019,0.28850
5633,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147700,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,25-09-2019,0.28850
5634,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147694,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,25-09-2019,0.24710
5635,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147699,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,25-09-2019,0.24370
5636,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,147696,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,25-09-2019,0.24360
5637,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148273,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,06-03-2020,0.00000
5638,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148274,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,06-03-2020,0.00000
5639,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148279,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,06-03-2020,0.00000
5640,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,148280,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,06-03-2020,0.00000
5641,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,04-06-2015,10.01280
5642,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,04-06-2015,10.01280
5643,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134602,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,04-06-2015,10.01120
5644,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134593,Nippon India Equity Savings Fund- Growth Plan- Growth Option,04-06-2015,10.01120
5645,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138371,PGIM India Equity Savings Fund - Annual Dividend option,08-03-2016,13.45380
5646,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138375,PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,08-03-2016,14.79750
5647,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138376,PGIM India Equity Savings Fund - Direct Plan - Growth,08-03-2016,26.05240
5648,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,142427,PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,30-10-2018,9.97330
5649,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138377,PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,08-03-2016,11.68000
5650,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138378,PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,08-03-2016,11.69400
5651,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,142428,PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,15-10-2018,10.08240
5652,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138372,PGIM India Equity Savings Fund - Growth Option,08-03-2016,25.21280
5653,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138369,PGIM India Equity Savings Fund - Monthly Dividend option,08-03-2016,11.49470
5654,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,138370,PGIM India Equity Savings Fund - Quarterly  Dividend,08-03-2016,11.36950
5655,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,142426,PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,08-10-2018,9.99160
5656,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134643,SBI Equity Savings Fund - Direct Plan - Growth,03-06-2015,9.96250
5657,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134641,SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),03-06-2015,9.96250
5658,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134640,SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),03-06-2015,9.96250
5659,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134644,SBI Equity Savings Fund - Regular Plan - Growth,03-06-2015,9.95920
5660,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134639,SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),03-06-2015,9.95920
5661,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,134642,SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),03-06-2015,9.95920
5662,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,149677,Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Half Yearly,03-01-2022,14.61380
5663,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,149679,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option,03-01-2022,55.16940
5664,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,149674,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option,03-01-2022,50.40070
5665,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,149676,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal,03-01-2022,15.27980
5666,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,149678,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quarterly,03-01-2022,20.92390
5667,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,149675,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Half Yearly Income Distribution CUM Capital Withdrawal,03-01-2022,14.44800
5668,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,101906,Tata Equity Savings Fund -Regular Plan-Growth Option,03-04-2006,13.93050
5669,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119960,Tata Equity Savings Fund- Direct Plan- Growth Option,08-01-2013,21.72760
5670,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option,03-04-2006,11.86630
5671,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,101609,TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option,03-04-2006,11.70930
5672,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119958,Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option,14-01-2013,0.00000
5673,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,119959,Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option,14-01-2013,0.00000
5674,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144312,Union Equity Savings Fund - Direct Plan - Growth Option,17-08-2018,10.03000
5675,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144313,Union Equity Savings Fund - Direct Plan - IDCW Option,17-08-2018,10.03000
5676,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144310,Union Equity Savings Fund - Regular Plan - Growth Option,17-08-2018,10.03000
5677,Union Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144311,Union Equity Savings Fund - Regular Plan - IDCW Option,17-08-2018,10.03000
5678,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144490,UTI Equity Savings Fund - Direct Plan - Growth Option,31-08-2018,10.00810
5679,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,144491,UTI Equity Savings Fund - Direct Plan - IDCW,31-08-2018,10.00810
